Height;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
1227;213006800;204691000;206992700;214017600;204364400;204982700;199791300;195882600;204188100;202180900;206772700;203247300;199494600;221178200;221856000;199863600;198673100;198873200;199869600;200325800;200559700;194354200;202637600;208540400;217183600;211832600;211372300;216512700;199017100;200837000;200640600;195524800;200760600;196403800;200896600;214169300;201763500;212490100;198783100;204037800;208271300;196503900;208309200;198572500;199030400;203526800;195799200;211204500;214188700;203701100
1225;209643900;183812500;198595600;208673300;206202000;188832500;191342900;210046400;205720000;187825400;191770500;203037500;200592200;186476800;190596800;191180400;184275700;193360800;187222500;196136200;194035600;185182600;201831200;191626600;190019100;196229600;187729400;190896500;193887600;196567400;193312500;180925000;183363700;200027100;192067600;195137100;197787900;186448200;199497300;187387500;186611400;188946900;181156900;186902200;185264200;181870600;185406600;196526900;191077900;191660200
1223;209545100;202408700;204888000;196958500;197121200;199671700;205181700;195477200;198415100;195115200;207322000;213556100;198561500;219473100;199020100;199240400;202586600;191535700;202084400;196930600;197184100;202786400;194887300;203441700;210166300;204910700;202115800;197579300;213340400;205638300;200368100;213894600;202259600;208213700;209716400;204035100;213307600;196973300;207918700;205135400;205762400;198737100;192298900;202167400;202461500;206860400;198459300;197827600;202750500;234412200
1221;236631100;200661100;199573900;195885700;198882400;200609900;193806000;207929000;210016000;218185800;210610000;199492000;221427000;202600900;200193300;200220400;201729900;203083900;197134800;196488200;211879600;202506900;213537600;203600300;200373300;203546800;194468900;205477600;199107200;200236500;200844600;195736800;201838000;214559500;210637400;210365700;209102400;208584200;210146900;201660300;204576000;195523300;204967600;202730300;199912300;200787500;204501400;209597300;208727500;205577800
1219;200550300;199415700;195575200;198320200;202285500;192687800;197033800;198613100;196124400;212808800;191154400;198822900;199770900;193000700;195178400;188366800;190851000;201773100;198513100;199326600;197965400;191470100;205134200;191792500;193340800;193035800;190028600;194571100;193799600;191978800;193348100;192106200;199098800;203407300;204170800;190474500;199047200;197970400;194619500;200830200;192475700;192408900;191512200;189479500;195189100;199917000;192422400;208414600;192016300;193291500
1217;203887500;191688200;201248900;195616800;197588500;203918100;194260900;206497600;202025100;197975000;214883800;194971200;216028600;208507600;204650800;205565000;205656300;208285000;264716500;235594900;254611400;206957900;209392600;199475200;200976800;196232300;202042600;210364900;202818800;207146700;200715700;207873400;202990200;212418800;206796100;235784900;230725500;236578500;197886000;192003100;203971400;203712600;206771600;202963200;195467700;213604200;200526700;194392000;199315000;193975600
1215;202583700;191380500;195527600;202324700;199090700;210671900;199030700;192924400;206957900;195540900;202251400;196592500;192373900;197317000;192994300;197315100;196289900;196585300;210805100;206283700;204076900;198212200;201318500;197042200;195947200;198056300;192576300;198030400;206566400;205893100;213800000;197519300;206668900;197469100;194485100;205049900;195267100;201639700;200902400;195376600;211154800;205041300;197553800;208092700;197986100;217356200;200502900;202817400;202417600;191849500
1213;194714500;185387300;195033200;196206700;182373200;188560800;187361600;182841900;191170800;233426800;209738800;225187500;210215700;184423000;185346800;188416800;186314800;191714300;193573500;179491400;188542400;185891100;183461800;189846600;176514000;182240000;191784700;176714500;184221600;183739700;182115300;203082800;180308400;181626800;202756000;181335900;179275200;181408400;177522900;183512500;176729500;175161300;184871100;183733000;183699700;187797000;186360700;179758200;193613900;189725600
1211;133477200;125966300;121626600;118275700;122121700;129560800;129631200;122209100;127286200;125649000;129486000;124434200;131742600;125040300;128876800;122892100;132572900;122666200;128706000;121395600;135329500;124358100;131224800;130992300;131765300;127006900;130115800;125476700;133558400;155770100;156354200;156195600;173360800;152228100;126374400;128679100;120237400;121843200;146493200;127726100;123348700;121481300;132317600;128754100;127144900;126712500;134801300;132410200;124094800;122566500
1209;214738100;207323600;219208700;242624800;234750300;236145600;215795600;199941300;193510300;205112300;205171700;194841600;213223500;202509700;206299100;207879100;195580700;198698200;193676200;205557900;195944800;194617900;206677900;198911400;208229300;206591700;201409500;204970200;196942000;206101600;201699400;199178900;196308800;196717700;199299800;198755400;202818400;203364700;200259300;207014700;200012600;199348400;196224000;193916800;200936500;192664600;196542300;201714800;200262400;215056600
1207;200092900;196777900;200338900;197445100;215266200;198192000;202633000;209179400;192948200;206032600;193100100;203783100;206855100;195563800;199627900;199964900;196329000;190816300;199837800;201390600;210553900;197994600;201361600;198612100;210011600;230442500;195510700;191845300;198160100;194035700;193772500;202817500;193297500;200324400;215205400;197038100;204489200;194778200;200200200;204197100;193159100;199034100;193821900;191271800;201845900;190744300;196412400;217643000;197806700;212627000
1205;107670800;99152400;103052600;101007400;105491900;96910000;95897400;102517000;99799900;99251000;98396000;103500200;99395600;95857500;98892800;102331700;104282600;101915000;98829300;96702600;97088900;99406400;98105900;103985300;101745900;107004100;98665500;102859100;98758300;101866700;104702400;96371000;100824100;97030600;96671200;98096000;100761300;101801700;107379000;98148400;105960700;100710300;100994700;97167100;107411700;101372400;107242000;110876600;99406100;99154800
1203;204836300;193878900;194311400;199559900;194603700;198088000;200837400;193079100;194487100;199306600;193301200;215199600;193413000;195314900;206298500;200354600;197877200;189721100;192268800;207804400;196296700;206191200;202323200;197805900;199448000;189011700;194083400;193432000;191910900;188694400;192802600;191722400;188665900;198670800;207356100;198312800;199888600;191695700;203214600;195941400;189998200;200336600;196845400;192134500;195005200;187666800;193685400;195556100;203529500;209976800
1201;204271100;216007500;191834300;193601100;200760300;191499600;197561200;194126400;191459900;206089400;200644700;203996300;205725500;193923700;202116500;204585600;202919900;203196500;197290700;229577700;213244000;196216200;212465100;202397900;196699100;197610300;198040800;197864000;196879300;201826100;203959900;198380900;191989600;200484100;206839200;204927400;203760800;197535700;210349900;192705400;197034100;200238500;191575600;194466200;202289700;201894200;207466400;197800700;197338700;202206200
1199;197679000;195953900;185601900;186226000;192020200;184356500;188921700;189378600;187833800;190793100;197474000;193680700;189099500;192825800;192644500;189314400;186977700;190050800;189975800;187942300;184764200;190026200;192918200;204230000;197673900;197054800;194578700;195266700;185076500;188108000;191839400;184598000;195673300;183849400;184857300;198716200;194960300;207226300;192091000;186161700;202042600;191885800;196413300;193842100;187639500;195326600;196775300;188713800;209717200;203104700
1197;205000200;205473900;190467600;200060300;194472600;196009300;200595500;197676400;203116400;200782600;192153700;209583900;199692500;217710600;235471200;224408200;243881900;198357600;188781400;195075900;206306700;208962900;202313100;195090700;203944600;203817500;192611800;206256500;190267400;192444700;194022300;189354500;197366100;195586600;201052300;209539100;194433700;194624800;196319700;187570000;198880700;193575300;192706400;197632400;190777000;194737500;196134400;196601100;203022400;204006900
1195;214016000;197371300;192707900;192543000;196083800;206644800;192348100;192104300;188743500;199588400;206525000;192517500;199256900;192310700;198506500;199492300;196589100;197904300;198115500;194747800;206907100;197145200;193535300;198360100;202224500;212841800;194417700;196220400;196301100;189292800;201055800;198827900;202362400;204255200;197695400;194750800;202979000;190066300;198545600;190081600;190670500;192201800;189673500;193554600;193716100;192450400;203302400;199384800;201215400;197408000
1193;209870200;194311200;191208800;188416500;184988700;187728600;190189600;189891700;196592100;197520100;196028600;197215900;186362700;193071900;191246300;184111500;191385500;185514200;187411500;191653900;184675800;189714000;195257500;190070100;189286400;191617700;194868200;200252100;188590300;192469400;187573700;186018200;195835100;189149900;187550900;194133500;197915000;194439400;193771900;187078400;199685300;190580300;189947800;188139800;200627500;196871500;189096700;194706400;191073400;193031400
1191;205880500;202790300;198930200;187101000;195669500;187573900;182964000;188561800;198849600;197250800;198366300;190722700;191617600;201766100;194946300;192890400;186429700;190791800;192925000;185044700;187904700;190578300;185339200;192323700;197498800;191830500;199712000;186858300;200128800;189379400;184819400;189277100;192873400;187293100;190699500;187760600;201660300;199957100;186232500;198532300;200012000;195800700;188188200;187341900;188266800;185875600;188418400;187359200;189786600;193762100
1189;141613800;139966100;144475500;143200200;133155600;147050500;146036100;145613400;143020100;145149200;148521000;139063200;141580800;154478600;167451700;163757900;141440900;139883300;147022200;136907000;145349500;142879500;136334100;149552200;139176800;137913200;135575800;144764800;138163400;139930200;145233700;150378500;132644700;134537500;146630100;143327000;136795700;138884000;144650700;138302400;143195500;149402300;147124200;135568500;134645100;134729900;145475400;133387500;141607000;139237000
1187;205922800;196111700;192745000;189310400;197489700;188879400;188982600;185995000;190553600;190099900;184864200;192409700;185104500;191368100;201033700;189876100;197498100;194009300;188712200;190441800;188514900;188635200;194485400;193294700;186902600;185384100;191339100;204176900;188832700;194837700;198847100;191278000;193721200;188013900;186529400;191675700;184852700;189776900;190560000;187326800;194467400;195686200;191116000;192661400;196467900;202694300;190467000;195880000;195130000;193711800
1185;203515900;187450400;188456400;195408100;189947600;198173300;189376700;187896200;198540800;182379800;186388500;194922700;187177000;200676800;189580200;185206800;205740800;191621600;192993700;188950200;200536300;202331300;184883100;185587700;192091500;183004900;192443500;198690600;201972800;204282100;187853300;192407500;194018700;182377400;187898800;185634300;184238500;188555700;190424900;185191300;189784300;190478800;195360400;193587400;185939600;191760700;195773200;202017400;194456500;223354300
1183;218908100;229773500;187652100;188160000;192303600;199206500;190660100;191673600;187662000;185655400;190718200;181820700;190053100;186226000;189803100;188627600;182647800;198000100;197288200;189299300;198880200;186179900;186180100;195270800;188829800;198836300;200530400;182872100;193897000;201838200;193250800;195276900;193421300;200886400;186034300;187947200;189311300;187043800;185359900;189606500;200171100;186892900;186633100;188799900;192538000;195474600;185384900;182479700;187432100;188123100
1181;186741000;187038700;180699600;179495200;200518400;188235700;182822000;197170000;183780700;186569400;200983300;182926700;186617200;182807200;180929800;188965500;180908100;182452000;194564900;187767400;201942100;192533600;182817700;196812000;182654000;182241100;190122900;180848800;185641800;186423100;182349200;192224100;195536500;187072000;191858400;193663900;191073600;189473400;196663700;187990200;183716100;185387400;182723200;184742600;182474300;187888100;190794300;195665100;184775200;197131300
1179;104838500;99088700;99635200;99859400;115461900;102705200;102971800;101264700;104100500;105720600;101483100;96922000;98581900;95479800;112366700;113615300;100495100;106713000;104952300;105668000;98744400;97892200;101820700;102759200;107595500;100679500;100695500;98108800;100889000;103304100;96840800;95076700;95013000;101273300;105400300;101491500;100010700;99876700;104048700;104798900;104670200;97239500;97057800;120369900;104075100;132030000;120614200;103068100;97343700;100455000
1177;186356300;183009500;180247500;177321600;182159900;180948500;180708000;193226600;190252100;190464600;177811000;182569600;186484000;178017800;183938200;179799800;176750600;190268900;177104700;176496400;191172700;193739300;189506300;190774300;180307600;197104600;178120200;175912300;185512500;176984900;176460400;180567500;176188000;180298500;196045300;187684400;194597500;192657900;180689600;181326600;191125500;186827800;223077300;183153000;192826300;201701400;181910300;186488100;201042500;180987300
1175;187818100;174703100;176893100;174351900;176576300;184855100;182401600;179077300;179077000;175934000;180406400;182656300;177498900;178223600;187872900;216393300;204233000;225053500;189221300;172481900;173829000;184264900;172487200;173173500;185962200;178508200;183994300;185556600;171877600;173904200;173353700;173188100;179074500;177906100;174100400;173796900;178760200;178419800;185386700;180492000;173472300;186419000;184567400;176069100;181925700;172233900;176624000;175001500;174284800;176330700
1173;156938500;148752100;163354300;148270200;168356300;153984500;147005800;146841600;152867100;145768500;142244600;147545400;149610200;143039000;142687500;150987300;145699500;155007200;159893400;155571700;144590800;145829300;155947200;144928300;146408200;152485500;150470500;148043300;146119200;151441500;145175000;151677200;156071500;179400800;155241100;148857000;149878200;151627300;145479700;153770000;144582000;146835500;152716200;143606400;142782800;148798600;155916600;149262300;152332400;146791300
1171;154583400;141659000;154379200;160840700;146726900;155471000;142093400;148532700;142207900;156683400;149854900;137994400;145311900;139276700;145408900;150761100;153200600;142096000;151374000;150641500;142400100;146743800;152699700;141664400;138408600;145916700;144417500;139127000;143725600;149637600;141465600;138539500;152760800;149247200;144529000;143969600;164719000;152331900;144320400;154189000;137834700;143364100;140129800;149093800;142585500;138257200;146420700;142043700;139096700;138876000
1169;177711600;157641500;151494200;169330300;151549100;149920600;165633700;161640600;155665400;165958000;162457900;154212500;160882800;174021700;154804700;164130000;151714200;165926100;164752100;154264400;161650300;156683200;153028800;150126400;149766800;158484200;152851500;156656800;159647200;149402800;153148600;160391400;152810100;165052800;170150300;165842400;188686100;176441800;182637100;178066100;160657700;152132800;156398900;168998300;156408300;161982400;153773500;152825800;148428300;160879400
1167;193536400;173624200;178606500;171490000;172244000;178939900;176732900;171355900;181057700;181786300;184422700;185675300;179371400;179734400;184634900;171697900;177907100;176871900;172378100;178981900;182956400;171328900;181015800;188039300;184479900;177025700;183925000;184910500;182719400;196701100;186292800;169393800;175179400;176536200;171137500;176078400;182229800;171963000;195440600;179360300;176414300;181678000;172224800;177025600;179316100;177910200;175453000;183147900;182980300;186587300
1165;211406100;185102200;185262300;189702300;186114500;191517500;180757200;191757600;183167200;178173100;191606200;195137600;185130700;185770300;183135100;189367500;200608300;185475200;194926400;189798200;186562600;185047400;188233700;183179400;178556800;184948100;206347500;187935400;199623600;184459200;186066700;197878200;181679900;184203000;183158600;178328000;185296100;184973400;181373600;186613900;188509300;191775500;190221400;183456500;182766200;191133400;178658100;184025400;180432800;179780300
1163;192216900;176884200;174271800;193091200;192489400;190361800;189676800;180345100;188354600;192493800;180071900;182759400;183009000;179718200;181929400;182301200;179649700;177399400;186544100;190906300;184783700;181100400;185176600;187337500;181642300;180333900;187422700;192791100;181481600;184191700;197884200;184805400;203592100;188143100;180432200;186489900;176803000;179035200;179807500;174402300;176688500;189209700;187052900;185477100;180907000;180011400;181742600;184006700;178167800;184763100
1161;168272200;162131200;165146500;160431700;158560100;165594900;162741800;160603900;181954900;180186500;173580100;167899100;168098800;167205900;166127700;164520100;160277500;159275700;162525300;158534400;162755400;156541000;163246500;171517300;163319800;167627700;172592000;160589600;173064000;171423300;163110700;172594300;177176400;161562200;163455900;171772200;163146100;162783100;188218100;164371300;164016000;168298600;161197400;161861600;169027000;162866100;168119500;169081200;164569500;163623800
1159;209592700;207103900;179249500;183112300;180244300;190782100;179993100;178206800;189172400;173603600;178033000;176553600;184718500;183605500;178908400;179303600;201366300;190613000;202388600;180943800;189346900;182413300;180789900;185152700;181711000;174642100;180270200;185722600;185113900;183277000;182658600;180347300;185558200;185037100;178185800;178652900;173695400;183789200;175721700;174520100;178165300;178240900;179762800;195461000;192724800;174157300;189513100;173724700;175263500;184245500
1157;184475800;180381400;179083500;179121500;181617500;182986600;179975600;190879900;186892900;185989500;190486700;178133200;180054400;176061300;176458200;184458100;186748900;181875200;185092700;185753500;190104500;194226100;194153800;185908100;183904500;202505000;193443800;185300700;186788300;178791400;176923800;179482200;182764400;186812000;187923500;177987900;180924700;181430900;177547500;188407300;174580700;175361900;192135900;180840400;183364200;191452300;181267700;182088800;198700400;183327200
1155;89814400;85294000;83526800;81849600;82493000;81441500;87088300;81998600;92781600;81766600;82005300;79353000;83194400;80870200;81199900;82617400;79144700;79615300;85447400;89707200;84675500;93193200;82561500;81954900;90364100;86933100;79304300;94045900;89009000;84401400;93727000;91889100;82670700;89549500;80618600;79068600;85823400;80666100;79714300;82219100;83244500;79983300;86743300;80684200;79594200;80749200;86137700;82391600;90300700;84067700
1153;187291300;183900100;181133100;175757300;177682000;179144400;176054400;185362000;172869900;175855900;180358500;172330500;171935400;185659300;181686400;180958100;183976100;173902300;183780400;186541100;173901100;198075500;173674500;174131800;191428900;176047400;175313900;183989400;177822300;181747400;186398900;175957100;178766500;181298500;179085900;188053800;187653500;185611200;178442800;179008100;182958700;180047300;178977700;181852900;179194400;183507600;185122500;179600200;178757400;174779400
1151;176478900;181057600;177313800;182776300;180791300;172658000;179104000;185236900;182696000;174214500;170420200;168634000;175632600;178170600;170768400;170462800;169300500;170301600;191907500;173152400;175072000;178677300;175552200;173005600;178134900;172320500;170776800;176089200;175343800;169706300;177411200;173281500;178346500;176344300;181340600;182937000;177864900;173167200;173462600;169158500;174478200;180752200;177401600;171050000;175039200;169263300;174230000;183948400;174845500;184887000
1149;181233000;179513800;183751200;180687200;183727200;180738900;177745600;173725800;180626100;177982700;175137300;176196500;180633700;183937300;177220600;174803300;177070900;179299200;172420900;189411600;181260900;187126400;189351400;170736500;185011900;180929200;175874200;173564600;176967900;171232400;175031300;175049700;172839000;174555800;175653300;170280600;181807500;177235900;184375000;174751400;176593100;174914100;185401100;187136800;177020200;171936300;174965300;177633200;176435900;174628500
1147;185618700;179339100;191373700;176908100;176452500;182295500;176578200;172192200;187548500;171173200;172033600;179268900;170848000;171641700;177196900;179525100;179151300;184970800;181698300;182041900;190450800;175610400;175255900;175784900;170626500;179427500;180081300;171217700;177514000;177979800;175808000;181577800;178468800;180822800;171712900;181763100;177302700;172065200;175799600;179759800;173592900;179612200;185669500;179287700;176704900;182177300;181405400;183293800;177199600;179017500
1145;183107600;170298600;173091100;184783400;184755600;178082200;180406200;174710000;179809700;184218800;173779400;177661700;171369200;169981600;177184300;169678900;170400900;176863900;170977200;170722200;177883600;178009500;180383200;186446100;176163800;178808400;180256600;174564700;175222200;174122800;170792500;174790600;174878300;176968400;185551900;176940700;180956000;184147700;174907300;173837300;176086300;173258700;172443000;179605700;173485200;174059700;170909200;173042500;176195300;176816900
1143;189122500;178188200;170605000;179486100;178576700;181759400;175638400;166807500;168027000;173792600;175808500;174268400;169803900;168783700;172733100;183453000;172507400;176426000;180428100;169156900;168829700;181279600;178294900;182450600;176613400;177541100;170737400;182332200;177554300;174120500;176012800;173999800;174311400;170887900;179341700;172263200;169399800;167142000;177847100;173333900;190566700;187624100;171727500;174249200;188421400;170998400;174733900;181751600;181071700;178640900
1141;126211900;118397900;124226600;125546800;117544400;115609700;120155300;133199400;124019400;118429800;122376800;137531000;121551700;119781500;121319400;126715400;120429400;122467800;125988000;123151600;118675400;115730200;116575600;120424400;122257400;116496900;119946300;122288900;123980600;122068800;126071900;123103000;130326600;121844200;120444300;120332900;124980100;124322400;117116900;116681200;127255000;122127700;123589000;119870100;124669600;120215200;120630900;125268300;134802800;125693600
1139;181283700;178984800;169427900;167823300;178416600;172886700;178453000;177543400;174602900;167518700;185234100;174209500;172225900;171517300;172631200;178681500;173837700;164927300;181743600;166242200;164665300;180551000;168937800;169545200;177483200;179011800;166711200;182894100;170812300;173009200;181422800;212339200;192960200;195850900;192572200;177636700;165233500;167668100;181951100;174636000;175280000;179647900;166058400;168753600;180157500;173509600;169579700;167467400;168534000;170169400
1137;173926300;173067500;170850300;172462800;179707800;178651000;178142300;175948300;176841400;173182500;173737300;177555100;171509900;175630500;175119700;168391200;175635400;171001300;175674500;192721700;174179700;170605400;185449000;169754900;173399600;176595600;167246300;165374300;178807800;167653000;165479800;174708600;174765700;173515100;177905800;177586800;175625200;174454800;169581600;169366800;175620700;185018000;178805500;180576400;167848200;173039900;174943500;168874600;172559400;173864800
1135;125371400;121102400;116057100;116622900;112832500;111528900;125935100;114891200;117851700;110987200;130241900;121487400;120239600;119071100;119746700;117512900;110683300;121408600;131094800;114313200;117478600;115854400;118153600;137310300;147124900;130548600;139329600;138006900;125955300;114969200;117269500;114279100;110537200;110047300;120412300;120015600;117153700;124335700;121170800;122699600;120647800;119039500;121184100;120036700;118512400;112166800;111991600;119917100;116147400;113144300
1133;171818000;173192600;165937900;166662400;175668700;173469200;171825800;178994200;172086200;170050900;179139900;166527000;169235400;170634700;173715800;169440000;168782300;169382700;173425400;167912000;178630900;178450900;177739600;171793900;179097700;175323500;169653600;172828700;167463400;170313200;172857900;166042600;173155400;169133800;168891800;171089900;180816000;172385700;178177700;170573100;169195300;177660500;171774200;180198600;172489100;170188500;169346900;184828200;171939000;178717000
1131;193546100;165077100;173603300;172400200;164791700;171202100;173899800;169874800;177104200;182286200;164793000;167243100;171610500;162992300;167867400;172760900;173268400;198887800;193950700;198518200;189740100;172477500;167539500;165058700;166319800;174767500;174689800;184618300;168562200;171747700;167709300;170762400;175357800;166295300;166880300;163924800;162442800;172873000;162405300;165560300;174504000;170510700;173914600;177889700;171804300;167207500;174073000;165398700;162835200;170501300
1129;171037800;170171800;174498200;167867600;168905500;176366900;171121000;175380700;175328500;170219300;167792400;175446900;170015900;168251400;169537200;167748000;169629600;174111600;172713600;168603500;166622200;179463500;182723600;168202500;180194500;174368900;169613300;174199800;179607200;174002900;184699700;175198300;173538300;186928800;181173600;170369600;189224700;170836500;171817300;178074500;165450200;169033100;174678800;164321800;164071400;173883200;167767000;169251900;174993300;166147700
1127;172972600;174598400;173166400;163190800;172357800;165755000;163849900;170397700;163531900;169059800;173449400;167360500;177343000;179681900;168653600;175566600;174201900;175482300;175134700;167598700;164982500;166503900;164055600;169029100;167868700;164390700;169718500;172477200;167772600;175717000;172474900;166255300;169536400;172624300;168888300;167612100;169711400;163208600;171227600;169399400;165728200;169905800;171817700;166908700;170845700;173811300;165846400;167451100;171320900;174924200
1125;173038000;174927500;163643800;162382800;186663700;208940900;174472300;205982400;169437200;168660700;170875100;165508700;164546600;173154300;160594800;172200800;165931800;177082400;173133100;172303900;169524800;177406100;169441200;166404600;173418400;172406100;162959300;165954400;168647800;161616700;163777400;159955900;162523600;177818800;164912200;172009700;169749700;163062000;171043000;174485300;176632000;168759100;162003700;161280300;165792500;163808100;161124000;169844500;166584300;172999000
1123;181537000;167868100;167060400;171371000;169666000;169705800;168455900;166605900;161895700;166734900;169261000;164889800;168133100;164917100;162365100;180484900;181479100;167293400;178226900;169056100;167550800;168195300;164842100;163543500;168365300;169419200;167741700;169230400;169632600;167536900;174498000;170627600;175479800;176077100;169160300;180465700;180308000;165330800;170449000;182623800;170148500;174732000;180852400;163953700;179471700;168608300;169212800;175953900;166994700;163440400
1121;185496700;163134200;162362000;170999100;166301500;171147700;176951800;171958900;164269900;167212000;174637100;168614400;180953000;200994600;188209500;191129400;204733500;174677600;165742500;163459800;168480800;172789600;169656600;167994500;174044400;164829900;173736000;172403900;164575100;166786300;163513700;165393100;165814700;161509900;170062400;167357900;171375800;173642900;172896300;167140300;172226100;178100900;163345200;164164100;169388200;161814500;163247600;168262700;163547900;165047200
1119;170028500;162900400;165443300;175978400;168302800;163034400;172775900;167106800;161907900;169991200;162144800;161254000;169333500;161411400;165669600;176660900;164076900;165985400;178307500;167428600;173295100;166372900;171862400;166390100;172128400;175215500;170534800;165872600;168256500;167562300;180103000;204291000;167049800;168435400;172993700;175481400;162683800;170138700;169104600;161311600;165246600;166874200;169812000;177465500;177181500;166184900;165904800;179280800;199284500;167378200
1117;167933100;160668500;163498100;162730300;159962200;160259500;167128800;159697500;163928200;180374300;165201400;162085200;183454000;165000800;162310200;181894000;161709900;161410100;167258400;165203500;162772600;168877300;166163400;173348200;169165300;174809000;176270000;165297900;172480000;171757900;165402200;166350500;162304400;163156800;163471600;161947600;160694700;165569800;162105000;171790300;169257200;166976300;164548300;159538200;176717200;170602500;166260300;177895000;163411400;165596400
1115;185060600;168560300;168734100;169808900;162819300;167816400;169179400;165200800;161132500;176177600;161785900;160088300;171032400;165720200;165655100;166629500;172913300;163972900;171419600;175132000;166594800;177649800;177589100;210002600;194768600;206399000;184081100;163767800;160799500;167287900;166692600;180641600;178771100;164971900;166367700;175761300;200948000;185880500;169159500;160173700;168543100;167140500;158913200;165058200;165600900;160188000;177805300;178991200;161153400;170711300
1113;121463200;107360500;110571400;112863200;115822100;110684000;106144000;107715300;110308300;113620800;113108600;104940000;109851100;113437800;108355800;106178000;114459000;118720800;117345100;107606300;107630200;112203300;126051200;112656100;109015700;113484800;113052700;117237600;107514000;106062700;107617000;114394700;115371100;107986500;109248500;111346300;110658300;112800200;107808200;118264900;111610800;115896900;111730900;115940300;116658000;114017200;121719400;109864500;112825000;119499600
1111;166683700;154992500;152660800;153330200;152907700;163983900;169321800;156251800;155084500;148391900;150757800;160089400;154011000;149142600;156366400;154640300;146051500;150465100;162199000;155544000;154657100;161707400;150669300;146601300;154433100;155975400;152023000;159649500;159242600;188815100;165736900;172565000;193349100;159530900;149444400;145158000;147854500;161343200;151004900;154944400;156669200;158309000;146425000;158732400;164450000;148564100;150240900;152516500;153686500;147013800
1109;169888500;164399200;157345400;164802300;160903900;164276800;168902900;169574300;157851200;182038100;168376700;160661200;165361700;157240100;162372300;165061700;157113000;161980600;162636400;156227000;165405400;185989900;168309900;171808900;167930100;160367900;166310500;174734100;155896000;162811200;174030600;157816200;160055300;163040300;159603900;161527400;176378000;159454100;157650400;164538400;158594400;160229600;169849300;164008000;161689400;161211600;172023500;157508500;171477800;170718800
1107;139247800;145887500;138067700;139188500;129930700;148674200;150767400;131735000;135470000;136689900;134013200;130156400;137453800;137015000;144483700;134064700;140056500;135277300;140245800;136661400;146818300;145356000;136718200;136175100;128558100;128687600;134651200;137102800;129341400;131606400;136746400;133762900;128779300;129023400;139418000;136073000;139679700;138634700;148327900;132455600;129989000;133036500;139652800;131427100;129157200;135744400;132698800;132033700;127991800;136600700
1105;148134100;140047200;140042500;149310000;145833700;148483500;155496300;148933200;141777700;152018500;150790100;139400500;139838700;148534400;145930800;147600200;144337600;143436500;148145200;139951800;147105700;144170000;147291100;150987300;145845100;149095500;148032800;143726200;151742700;144461000;146563200;140278400;144331800;145611500;144155200;142153700;143054600;149158300;146148700;151943800;151008200;143056100;145375500;151562800;149157000;155697200;143232200;146934800;142232700;141605400
1103;174051300;160982100;161018500;170249300;172029900;166730100;181685700;162588500;162739600;172681900;158378100;164135500;169858500;160519300;156181900;166633600;176343000;166333700;167427700;172602500;161538800;173016800;168762600;160559700;168628200;168931300;157994700;162145000;160554900;159098900;161140500;158277900;164079000;168048700;165136200;169025400;174430400;161798500;168020000;165847400;159571700;162597300;164173100;157340700;157097800;165122800;159682400;157333600;164555100;164017900
1101;143841300;143788600;144915000;137481400;138151000;142387000;138691100;134628900;131378600;144118100;132883500;130119800;132745000;139747100;132595700;132154300;132572500;143661700;139739900;139462200;144628600;146601200;133674500;134741500;143009100;145774100;141219300;148732700;139570000;136612400;132508500;153723600;156961800;140788100;137129000;138774500;138305600;136638200;140212800;141685500;137701800;136479600;135496500;136271700;130621300;141074800;132086300;147527800;136585100;136334600
1099;163838300;158605900;162180000;165208000;161467600;164235200;161110500;160556600;164625900;159149500;159581600;158297400;156243700;160195600;162630400;155355900;158276000;162997400;160503400;154805500;160004500;171259000;160358300;155968200;158584400;153690300;155213100;167259200;153065200;153242500;162636600;153761100;159091700;162413100;166406600;159684400;158839900;160672400;155773500;156896500;162334500;156864200;160851800;154848800;159678700;153976900;157955600;158754300;156887900;159543300
1097;160121200;147954200;155143100;144255200;154198200;148242100;143082300;145148300;143136600;151748100;142679600;147950900;146882400;143070000;144515600;154070900;150568600;153181700;158145000;156042400;147559600;147663100;163201600;151369200;158606000;181785900;150156300;143325500;156171400;155347700;149997700;146313900;164484000;149615500;145642900;165722300;145887700;145604700;154073500;154009700;145459700;142477800;158097100;147262100;153335400;151753500;157252600;144892400;144501200;156160100
1095;172353000;171251800;197308700;188635000;180364800;204954400;169864100;155966600;159257200;156002800;170719600;164155700;165192500;163543500;163207800;166025600;173411900;163039900;166681900;166035800;154724600;161315500;162218200;161271900;159858600;163117000;160511300;168437300;167849800;161041000;160097400;175106500;167056300;154698800;162731600;155302600;160887200;161073500;156641400;157179900;159462000;160897900;160573100;160986000;165033100;159604700;159295800;167758700;163991500;157407500
1093;106261400;100305200;96011200;94793400;101571800;101195800;101917800;98440300;95794200;98912700;101548000;106149400;99742400;98904900;105214100;107125800;100064300;103266100;101832000;106284900;100957700;98602400;109534100;98119800;105419000;99153100;99043000;106165300;100974400;102056200;98746500;95994900;99635000;103513900;110040400;109790900;96805800;102435900;102039900;107412300;100074300;108054800;98365800;106444600;109976800;97860100;96367100;99833000;109340800;98668000
